RecordType,RecordID,ProjectID,Category,Title,Probability,ImpactEUR,ExposureEUR,SeverityBand,Status,OwnerRole,CreatedDate,LastUpdatedDate,TargetCloseDate,ClosedDate,RootCause,Notes
Issue,ISS000840,PRJ00131,Data/Reporting,Data/Reporting issue – Weather/Events,,,,Minor,In Progress,Stakeholder Manager,2023-07-16,2023-10-12,2023-08-08,,Weather/Events,
Issue,ISS000841,PRJ00131,Data/Reporting,Data/Reporting issue – Scope Change,,,,Minor,Closed,PMO Lead,2025-11-19,2025-12-26,2026-05-02,2026-01-18,Scope Change,
Risk,RSK001296,PRJ00132,Environmental,Environmental risk – Outage Window,0.19,5124458,953368,Low,Open,Consents Lead,2023-09-29,2024-02-15,,,,
Risk,RSK001297,PRJ00132,Cost,Cost risk – Outage Window,0.33,5394769,1802442,Low,Open,Stakeholder Manager,2023-05-06,2023-07-09,,,,
Risk,RSK001298,PRJ00132,Regulatory,Regulatory risk – Outage Window,0.27,7641876,2052315,Medium,Open,Programme Controls,2025-01-03,2025-01-12,,,,
Risk,RSK001299,PRJ00132,Supply Chain,Supply Chain risk – Outage Window,0.38,11560012,4378910,Medium,Closed,PMO Lead,2024-06-18,2024-10-26,,2024-11-26,,
Risk,RSK001300,PRJ00132,Regulatory,Regulatory risk – Outage Window,0.41,7377965,3008801,Medium,Open,HSE Lead,2023-03-21,2023-06-11,,,,
Risk,RSK001301,PRJ00132,Schedule,Schedule risk – Outage Window,0.33,8959025,2959507,Medium,Mitigating,HSE Lead,2024-06-20,2024-10-20,,,,
Issue,ISS000842,PRJ00132,Procurement,Procurement issue – Design Rework,,,,Critical,Closed,Consents Lead,2025-07-04,2025-09-20,2025-12-27,2025-11-18,Design Rework,
Issue,ISS000843,PRJ00132,Construction,Construction issue – Contractor Capacity,,,,Major,In Progress,Engineering Manager,2023-12-31,2024-01-30,2024-01-29,,Contractor Capacity,
Issue,ISS000844,PRJ00132,Stakeholder,Stakeholder issue – Permits/Consents,,,,Minor,In Progress,PMO Lead,2024-04-07,2024-05-29,2024-07-13,,Permits/Consents,
Issue,ISS000845,PRJ00132,Construction,Construction issue – Permits/Consents,,,,Major,Closed,Consents Lead,2025-09-05,2025-09-23,2025-12-26,2026-01-15,Permits/Consents,
Issue,ISS000846,PRJ00132,Safety,Safety issue – Inflation/Materials,,,,Minor,Closed,Engineering Manager,2024-12-09,2025-02-08,2025-01-17,2025-01-14,Inflation/Materials,
Issue,ISS000847,PRJ00132,Resourcing,Resourcing issue – Productivity Delay,,,,Minor,Closed,Programme Controls,2025-11-27,2025-12-31,2025-12-12,2025-12-13,Productivity Delay,
Issue,ISS000848,PRJ00132,Governance,Governance issue – Permits/Consents,,,,Minor,Closed,Programme Controls,2025-09-16,2025-10-05,2025-12-31,2026-01-06,Permits/Consents,
Issue,ISS000849,PRJ00132,Construction,Construction issue – Outage Window,,,,Minor,Closed,Commercial Manager,2025-05-11,2025-07-22,2025-09-08,2025-09-15,Outage Window,
Issue,ISS000850,PRJ00132,Procurement,Procurement issue – Scope Change,,,,Major,Closed,PMO Lead,2024-10-29,2025-01-05,2024-12-26,2024-12-10,Scope Change,
Issue,ISS000851,PRJ00132,Construction,Construction issue – Land Access/Wayleaves,,,,Major,Closed,Stakeholder Manager,2023-06-26,2023-08-23,2023-11-05,2023-11-26,Land Access/Wayleaves,
Risk,RSK001302,PRJ00133,Regulatory,Regulatory risk – Permits/Consents,0.43,2900177,1243357,Low,Open,Commercial Manager,2023-10-19,2024-01-24,,,,
Risk,RSK001303,PRJ00133,Schedule,Schedule risk – Permits/Consents,0.26,5897532,1519202,Low,Open,Consents Lead,2025-07-04,2025-10-30,,,,
Risk,RSK001304,PRJ00133,Supply Chain,Supply Chain risk – Permits/Consents,0.64,7072443,4531894,Medium,Mitigating,Construction Manager,2023-08-27,2024-01-31,,,,
Risk,RSK001305,PRJ00133,Cost,Cost risk – Permits/Consents,0.24,2247637,537015,Low,Closed,Stakeholder Manager,2023-05-30,2023-06-19,,2023-07-30,,
Risk,RSK001306,PRJ00133,Environmental,Environmental risk – Permits/Consents,0.14,2848261,408502,Low,Open,Commercial Manager,2025-12-21,2026-01-18,,,,
Risk,RSK001307,PRJ00133,Cost,Cost risk – Permits/Consents,0.16,3923774,635188,Low,Open,Consents Lead,2023-03-20,2023-07-30,,,,
Risk,RSK001308,PRJ00133,Schedule,Schedule risk – Permits/Consents,0.44,14508084,6345261,Medium,Mitigating,HSE Lead,2025-09-22,2025-10-23,,,,
Risk,RSK001309,PRJ00133,Technical,Technical risk – Permits/Consents,0.64,6856308,4420889,Medium,Open,Commercial Manager,2025-11-19,2026-01-18,,,,
Issue,ISS000852,PRJ00133,Data/Reporting,Data/Reporting issue – Productivity Delay,,,,Critical,In Progress,Consents Lead,2025-10-06,2025-11-02,2026-02-08,,Productivity Delay,
Issue,ISS000853,PRJ00133,Design,Design issue – FX/Imports,,,,Major,Open,Construction Manager,2023-09-25,2023-09-27,2024-01-21,,FX/Imports,
Issue,ISS000854,PRJ00133,Design,Design issue – Permits/Consents,,,,Minor,Closed,Stakeholder Manager,2025-08-24,2025-09-25,2025-08-27,2025-08-29,Permits/Consents,
Issue,ISS000855,PRJ00133,Construction,Construction issue – Productivity Delay,,,,Minor,Closed,Commercial Manager,2023-08-10,2023-08-11,2023-12-05,2023-11-09,Productivity Delay,
Issue,ISS000856,PRJ00133,Procurement,Procurement issue – Scope Change,,,,Major,In Progress,Stakeholder Manager,2023-02-06,2023-05-02,2023-05-05,,Scope Change,
Issue,ISS000857,PRJ00133,Design,Design issue – Scope Change,,,,Major,Blocked,HSE Lead,2024-05-30,2024-06-23,2024-09-21,,Scope Change,
Issue,ISS000858,PRJ00133,Stakeholder,Stakeholder issue – Outage Window,,,,Minor,Closed,PMO Lead,2024-04-30,2024-06-05,2024-07-17,2024-07-18,Outage Window,
Risk,RSK001310,PRJ00134,Technical,Technical risk – Permits/Consents,0.3,2490266,752076,Low,Open,Commercial Manager,2023-04-16,2023-09-09,,,,
Risk,RSK001311,PRJ00134,Technical,Technical risk – Permits/Consents,0.12,3540353,414224,Low,Mitigating,HSE Lead,2024-07-04,2024-11-26,,,,
Risk,RSK001312,PRJ00134,Cost,Cost risk – Permits/Consents,0.15,8769204,1303954,Low,Closed,Consents Lead,2024-01-27,2024-06-01,,2024-07-04,,
Risk,RSK001313,PRJ00134,Technical,Technical risk – Permits/Consents,0.49,6393376,3121920,Medium,Open,Consents Lead,2024-04-24,2024-10-04,,,,
Risk,RSK001314,PRJ00134,Environmental,Environmental risk – Permits/Consents,0.12,4335949,516186,Low,Mitigating,Engineering Manager,2024-09-24,2024-12-09,,,,
Risk,RSK001315,PRJ00134,Environmental,Environmental risk – Permits/Consents,0.51,9059809,4611895,Medium,Open,HSE Lead,2025-04-01,2025-04-17,,,,
Issue,ISS000859,PRJ00134,Governance,Governance issue – Design Rework,,,,Minor,In Progress,Stakeholder Manager,2024-08-29,2024-10-12,2025-02-13,,Design Rework,
Issue,ISS000860,PRJ00134,Governance,Governance issue – Inflation/Materials,,,,Minor,Closed,Engineering Manager,2024-12-09,2025-01-09,2024-12-23,2024-12-20,Inflation/Materials,
Issue,ISS000861,PRJ00134,Stakeholder,Stakeholder issue – Contractor Capacity,,,,Minor,Closed,PMO Lead,2024-08-13,2024-09-03,2024-10-09,2024-10-11,Contractor Capacity,
Issue,ISS000862,PRJ00134,Construction,Construction issue – Design Rework,,,,Minor,In Progress,Engineering Manager,2023-05-16,2023-06-29,2023-07-08,,Design Rework,
Issue,ISS000863,PRJ00134,Stakeholder,Stakeholder issue – Land Access/Wayleaves,,,,Minor,Closed,Commercial Manager,2023-12-17,2024-02-04,2024-03-08,2024-03-04,Land Access/Wayleaves,
Issue,ISS000864,PRJ00134,Data/Reporting,Data/Reporting issue – Inflation/Materials,,,,Minor,Closed,Stakeholder Manager,2024-11-11,2024-11-19,2025-05-04,2025-04-29,Inflation/Materials,
Issue,ISS000865,PRJ00134,Construction,Construction issue – Contractor Capacity,,,,Minor,Open,PMO Lead,2023-05-16,2023-06-30,2023-08-26,,Contractor Capacity,
Issue,ISS000866,PRJ00134,Stakeholder,Stakeholder issue – Design Rework,,,,Major,Closed,Consents Lead,2026-01-09,2026-01-18,2026-06-01,2026-01-18,Design Rework,
Issue,ISS000867,PRJ00134,Resourcing,Resourcing issue – Contractor Capacity,,,,Major,Open,PMO Lead,2023-05-08,2023-06-07,2023-10-14,,Contractor Capacity,
Risk,RSK001316,PRJ00135,Schedule,Schedule risk – Permits/Consents,0.21,7768696,1644176,Low,Open,PMO Lead,2025-05-22,2025-09-21,,,,
Risk,RSK001317,PRJ00135,Technical,Technical risk – Permits/Consents,0.27,12095323,3223101,Medium,Closed,Stakeholder Manager,2023-07-24,2023-10-30,,2023-11-01,,
Risk,RSK001318,PRJ00135,Supply Chain,Supply Chain risk – Permits/Consents,0.46,2327776,1071008,Low,Closed,Engineering Manager,2025-01-17,2025-03-05,,2025-03-06,,
Risk,RSK001319,PRJ00135,Environmental,Environmental risk – Permits/Consents,0.12,9782644,1171184,Low,Mitigating,Construction Manager,2023-12-15,2024-01-09,,,,
Risk,RSK001320,PRJ00135,Safety,Safety risk – Permits/Consents,0.41,9119516,3718226,Medium,Open,Commercial Manager,2025-08-04,2025-12-20,,,,
Risk,RSK001321,PRJ00135,Regulatory,Regulatory risk – Permits/Consents,0.31,7468450,2333842,Medium,Mitigating,Stakeholder Manager,2025-12-19,2026-01-18,,,,
Risk,RSK001322,PRJ00135,Regulatory,Regulatory risk – Permits/Consents,0.16,9627374,1509607,Low,Open,Consents Lead,2025-09-20,2025-09-21,,,,
Risk,RSK001323,PRJ00135,Environmental,Environmental risk – Permits/Consents,0.33,8282599,2759338,Medium,Open,Stakeholder Manager,2023-03-29,2023-05-21,,,,
Risk,RSK001324,PRJ00135,Stakeholder,Stakeholder risk – Permits/Consents,0.6,1638019,985476,Low,Open,Consents Lead,2024-04-09,2024-06-17,,,,
Risk,RSK001325,PRJ00135,Stakeholder,Stakeholder risk – Permits/Consents,0.38,1778760,683771,Low,Mitigating,Commercial Manager,2025-05-29,2025-06-14,,,,
Risk,RSK001326,PRJ00135,Cost,Cost risk – Permits/Consents,0.19,10015311,1952837,Low,Mitigating,Construction Manager,2025-12-27,2026-01-18,,,,
Risk,RSK001327,PRJ00135,Schedule,Schedule risk – Permits/Consents,0.42,7297364,3094909,Medium,Mitigating,Construction Manager,2023-07-23,2023-10-18,,,,
Issue,ISS000868,PRJ00135,Construction,Construction issue – Permits/Consents,,,,Minor,Open,Commercial Manager,2023-01-09,2023-01-20,2023-02-11,,Permits/Consents,
Issue,ISS000869,PRJ00135,Resourcing,Resourcing issue – Land Access/Wayleaves,,,,Minor,In Progress,Construction Manager,2023-10-05,2023-12-25,2023-11-27,,Land Access/Wayleaves,
Issue,ISS000870,PRJ00135,Data/Reporting,Data/Reporting issue – Stakeholder/Community,,,,Minor,Closed,Programme Controls,2025-09-14,2025-10-31,2025-12-14,2025-11-17,Stakeholder/Community,
Risk,RSK001328,PRJ00136,Environmental,Environmental risk – Weather/Events,0.15,15833053,2302893,Medium,Open,Stakeholder Manager,2025-01-11,2025-06-17,,,,
Risk,RSK001329,PRJ00136,Environmental,Environmental risk – Weather/Events,0.23,5210394,1177520,Low,Open,Stakeholder Manager,2024-02-10,2024-03-12,,,,
Risk,RSK001330,PRJ00136,Schedule,Schedule risk – Weather/Events,0.13,3687533,460952,Low,Open,Programme Controls,2024-11-26,2025-05-23,,,,
Risk,RSK001331,PRJ00136,Supply Chain,Supply Chain risk – Weather/Events,0.59,1991823,1172135,Low,Open,Consents Lead,2023-10-21,2024-04-12,,,,
Risk,RSK001332,PRJ00136,Regulatory,Regulatory risk – Weather/Events,0.29,4430373,1279529,Low,Open,Programme Controls,2024-06-15,2024-09-15,,,,
Risk,RSK001333,PRJ00136,Schedule,Schedule risk – Weather/Events,0.14,5265466,740316,Low,Open,Stakeholder Manager,2025-04-11,2025-09-22,,,,
Risk,RSK001334,PRJ00136,Safety,Safety risk – Weather/Events,0.59,7364405,4349617,Medium,Open,Consents Lead,2023-07-28,2023-08-16,,,,
Risk,RSK001335,PRJ00136,Supply Chain,Supply Chain risk – Weather/Events,0.67,8329309,5599589,Medium,Closed,Construction Manager,2024-02-15,2024-07-05,,2024-08-14,,
Risk,RSK001336,PRJ00136,Schedule,Schedule risk – Weather/Events,0.35,10430963,3637025,Medium,Mitigating,Stakeholder Manager,2024-02-10,2024-04-04,,,,
Risk,RSK001337,PRJ00136,Cost,Cost risk – Weather/Events,0.14,5752436,790921,Low,Open,Programme Controls,2025-02-16,2025-04-25,,,,
Risk,RSK001338,PRJ00136,Technical,Technical risk – Weather/Events,0.18,5601643,1007132,Low,Open,HSE Lead,2025-03-23,2025-09-17,,,,
Risk,RSK001339,PRJ00136,Safety,Safety risk – Weather/Events,0.4,3587022,1417522,Low,Open,Consents Lead,2025-05-29,2025-09-15,,,,
Risk,RSK001340,PRJ00136,Technical,Technical risk – Weather/Events,0.59,9202471,5462142,Medium,Mitigating,Stakeholder Manager,2023-09-24,2024-03-13,,,,
Issue,ISS000871,PRJ00136,Procurement,Procurement issue – Land Access/Wayleaves,,,,Minor,Closed,Programme Controls,2025-10-01,2025-10-13,2026-02-01,2026-01-18,Land Access/Wayleaves,
Issue,ISS000872,PRJ00136,Data/Reporting,Data/Reporting issue – Inflation/Materials,,,,Minor,Closed,Engineering Manager,2024-05-20,2024-06-17,2024-10-29,2024-10-19,Inflation/Materials,
Issue,ISS000873,PRJ00136,Design,Design issue – Land Access/Wayleaves,,,,Major,In Progress,Stakeholder Manager,2025-09-29,2025-11-01,2025-12-20,,Land Access/Wayleaves,
Issue,ISS000874,PRJ00136,Design,Design issue – Land Access/Wayleaves,,,,Critical,Closed,Programme Controls,2023-05-20,2023-06-10,2023-12-15,2024-01-07,Land Access/Wayleaves,
Risk,RSK001341,PRJ00137,Stakeholder,Stakeholder risk – Contractor Capacity,0.07,8973632,590097,Low,Open,PMO Lead,2023-09-06,2023-11-02,,,,
Risk,RSK001342,PRJ00137,Supply Chain,Supply Chain risk – Contractor Capacity,0.53,3388147,1798447,Low,Open,HSE Lead,2025-12-03,2026-01-18,,,,
Risk,RSK001343,PRJ00137,Stakeholder,Stakeholder risk – Contractor Capacity,0.06,5271189,296953,Low,Open,HSE Lead,2023-01-29,2023-04-13,,,,
Risk,RSK001344,PRJ00137,Technical,Technical risk – Contractor Capacity,0.13,11570203,1487436,Low,Open,Programme Controls,2024-07-07,2024-12-28,,,,
Risk,RSK001345,PRJ00137,Cost,Cost risk – Contractor Capacity,0.19,3358066,625045,Low,Mitigating,Stakeholder Manager,2023-05-14,2023-07-22,,,,
Risk,RSK001346,PRJ00137,Technical,Technical risk – Contractor Capacity,0.28,6930658,1948605,Low,Mitigating,HSE Lead,2023-08-25,2024-02-19,,,,
Risk,RSK001347,PRJ00137,Stakeholder,Stakeholder risk – Contractor Capacity,0.44,2259898,984312,Low,Mitigating,Consents Lead,2024-01-29,2024-06-12,,,,
Issue,ISS000875,PRJ00137,Data/Reporting,Data/Reporting issue – Scope Change,,,,Major,Closed,Construction Manager,2023-01-20,2023-01-25,2023-02-19,2023-02-09,Scope Change,
Issue,ISS000876,PRJ00137,Data/Reporting,Data/Reporting issue – FX/Imports,,,,Critical,Closed,Commercial Manager,2025-03-07,2025-05-01,2025-07-23,2025-06-16,FX/Imports,
Issue,ISS000877,PRJ00137,Data/Reporting,Data/Reporting issue – Land Access/Wayleaves,,,,Minor,Closed,Consents Lead,2023-10-23,2023-11-29,2024-04-17,2024-03-25,Land Access/Wayleaves,
Issue,ISS000878,PRJ00137,Stakeholder,Stakeholder issue – Risk Realised,,,,Minor,Closed,Engineering Manager,2023-02-16,2023-03-27,2023-03-10,2023-03-10,Risk Realised,
Issue,ISS000879,PRJ00137,Procurement,Procurement issue – Risk Realised,,,,Minor,Closed,HSE Lead,2023-02-25,2023-03-19,2023-05-18,2023-06-24,Risk Realised,
Issue,ISS000880,PRJ00137,Procurement,Procurement issue – Design Rework,,,,Major,Closed,HSE Lead,2024-04-29,2024-05-06,2024-10-23,2024-10-10,Design Rework,
Issue,ISS000881,PRJ00137,Safety,Safety issue – Design Rework,,,,Minor,Closed,PMO Lead,2024-05-28,2024-06-30,2024-06-25,2024-06-25,Design Rework,
Issue,ISS000882,PRJ00137,Governance,Governance issue – Risk Realised,,,,Minor,Closed,PMO Lead,2025-03-13,2025-05-09,2025-06-23,2025-05-05,Risk Realised,
Issue,ISS000883,PRJ00137,Data/Reporting,Data/Reporting issue – Outage Window,,,,Minor,Closed,Commercial Manager,2024-04-16,2024-04-16,2024-11-01,2024-08-24,Outage Window,
Risk,RSK001348,PRJ00138,Technical,Technical risk – Contractor Capacity,0.63,16876030,10589914,High,Mitigating,Consents Lead,2023-06-03,2023-10-08,,,,
Risk,RSK001349,PRJ00138,Cost,Cost risk – Contractor Capacity,0.53,18663451,9900356,High,Mitigating,Construction Manager,2025-03-28,2025-09-14,,,,
Risk,RSK001350,PRJ00138,Safety,Safety risk – Contractor Capacity,0.23,8932867,2018588,Medium,Mitigating,Engineering Manager,2023-05-13,2023-06-18,,,,
Risk,RSK001351,PRJ00138,Stakeholder,Stakeholder risk – Contractor Capacity,0.12,4082719,471408,Low,Open,PMO Lead,2025-02-06,2025-06-30,,,,
Risk,RSK001352,PRJ00138,Schedule,Schedule risk – Contractor Capacity,0.24,8007160,1902156,Low,Mitigating,Consents Lead,2025-06-11,2025-06-20,,,,
Risk,RSK001353,PRJ00138,Technical,Technical risk – Contractor Capacity,0.43,17928026,7714075,Medium,Mitigating,Commercial Manager,2025-11-28,2026-01-18,,,,
Risk,RSK001354,PRJ00138,Environmental,Environmental risk – Contractor Capacity,0.15,3295529,499188,Low,Open,Construction Manager,2024-05-23,2024-08-29,,,,
Risk,RSK001355,PRJ00138,Schedule,Schedule risk – Contractor Capacity,0.66,5517841,3663602,Medium,Mitigating,Engineering Manager,2025-09-17,2025-10-06,,,,
Risk,RSK001356,PRJ00138,Cost,Cost risk – Contractor Capacity,0.52,5520372,2879127,Medium,Open,Programme Controls,2023-03-14,2023-07-30,,,,
Risk,RSK001357,PRJ00138,Cost,Cost risk – Contractor Capacity,0.16,3075658,487938,Low,Open,PMO Lead,2026-01-02,2026-01-18,,,,
Risk,RSK001358,PRJ00138,Environmental,Environmental risk – Contractor Capacity,0.31,7255277,2256969,Medium,Closed,Consents Lead,2024-02-20,2024-03-10,,2024-04-16,,
Issue,ISS000884,PRJ00138,Governance,Governance issue – Contractor Capacity,,,,Minor,Open,PMO Lead,2025-07-16,2025-08-08,2025-12-03,,Contractor Capacity,
Issue,ISS000885,PRJ00138,Construction,Construction issue – Stakeholder/Community,,,,Minor,Open,HSE Lead,2023-08-11,2023-09-05,2023-10-20,,Stakeholder/Community,
Issue,ISS000886,PRJ00138,Construction,Construction issue – Scope Change,,,,Major,Closed,Programme Controls,2025-09-21,2025-10-11,2026-02-27,2026-01-18,Scope Change,
Issue,ISS000887,PRJ00138,Construction,Construction issue – Land Access/Wayleaves,,,,Minor,Closed,Engineering Manager,2023-05-13,2023-06-15,2023-06-13,2023-06-10,Land Access/Wayleaves,
Issue,ISS000888,PRJ00138,Design,Design issue – Permits/Consents,,,,Major,Open,Programme Controls,2024-07-05,2024-09-30,2024-10-03,,Permits/Consents,
Issue,ISS000889,PRJ00138,Governance,Governance issue – FX/Imports,,,,Minor,Open,Consents Lead,2025-06-01,2025-07-03,2025-10-20,,FX/Imports,
Issue,ISS000890,PRJ00138,Data/Reporting,Data/Reporting issue – Risk Realised,,,,Major,Closed,Programme Controls,2023-09-30,2023-11-24,2024-01-07,2024-02-27,Risk Realised,
Issue,ISS000891,PRJ00138,Design,Design issue – Risk Realised,,,,Minor,Open,Programme Controls,2024-08-06,2024-08-13,2024-10-28,,Risk Realised,
Issue,ISS000892,PRJ00138,Resourcing,Resourcing issue – Contractor Claims,,,,Minor,Closed,Construction Manager,2024-02-16,2024-04-10,2024-06-25,2024-08-14,Contractor Claims,
Risk,RSK001359,PRJ00139,Technical,Technical risk – Weather/Events,0.4,5044307,2002612,Medium,Mitigating,PMO Lead,2023-06-01,2023-11-20,,,,
Risk,RSK001360,PRJ00139,Regulatory,Regulatory risk – Weather/Events,0.22,4193928,926963,Low,Open,Programme Controls,2025-03-31,2025-04-14,,,,
Risk,RSK001361,PRJ00139,Schedule,Schedule risk – Weather/Events,0.45,13781308,6211800,Medium,Open,PMO Lead,2025-04-19,2025-07-18,,,,
Risk,RSK001362,PRJ00139,Environmental,Environmental risk – Weather/Events,0.53,8508075,4507751,Medium,Closed,Consents Lead,2025-11-29,2026-01-18,,2026-01-18,,
Risk,RSK001363,PRJ00139,Supply Chain,Supply Chain risk – Weather/Events,0.3,11368935,3382375,Medium,Mitigating,HSE Lead,2023-11-02,2023-11-07,,,,
Risk,RSK001364,PRJ00139,Cost,Cost risk – Weather/Events,0.47,5820083,2723761,Medium,Closed,Construction Manager,2025-03-08,2025-08-25,,2025-10-02,,
Risk,RSK001365,PRJ00139,Stakeholder,Stakeholder risk – Weather/Events,0.09,7755653,699765,Low,Closed,Consents Lead,2024-11-05,2025-01-29,,2025-02-04,,
Risk,RSK001366,PRJ00139,Environmental,Environmental risk – Weather/Events,0.16,18748680,2924953,Medium,Closed,Construction Manager,2024-03-21,2024-04-02,,2024-05-27,,
Risk,RSK001367,PRJ00139,Cost,Cost risk – Weather/Events,0.06,15856582,876677,Low,Mitigating,Consents Lead,2023-09-14,2023-09-17,,,,
Issue,ISS000893,PRJ00139,Resourcing,Resourcing issue – Procurement/Long Lead,,,,Major,Closed,Stakeholder Manager,2023-08-25,2023-10-12,2023-11-30,2023-11-18,Procurement/Long Lead,
Issue,ISS000894,PRJ00139,Governance,Governance issue – Permits/Consents,,,,Minor,Closed,Stakeholder Manager,2023-04-02,2023-04-06,2023-04-08,2023-04-10,Permits/Consents,
Issue,ISS000895,PRJ00139,Governance,Governance issue – Risk Realised,,,,Major,Closed,Engineering Manager,2024-08-27,2024-10-15,2024-09-27,2024-10-08,Risk Realised,
Issue,ISS000896,PRJ00139,Stakeholder,Stakeholder issue – Procurement/Long Lead,,,,Minor,Closed,Stakeholder Manager,2024-10-07,2024-11-06,2025-01-27,2025-01-17,Procurement/Long Lead,
