MilestoneID,ProjectID,MilestoneName,MilestonePhase,BaselineDate,ForecastDate,ActualDate,MilestoneStatus,DelayReason,OwnerRole
MS00136_014,PRJ00136,Construction Start,Construction,2025-12-20,2026-01-22,,Forecast,Weather/Events,Commercial Manager
MS00136_015,PRJ00136,Primary Plant Installed,Construction,2025-12-29,2025-12-17,2025-12-21,Completed,,Programme Controls
MS00136_016,PRJ00136,Tender Issued,Procurement,2026-01-27,2026-03-24,,Due,,HSE Lead
MS00136_017,PRJ00136,Closeout & Benefits Review,Commissioning,2026-02-12,2026-02-20,,Due,,Construction Manager
MS00136_018,PRJ00136,Long-lead Equipment Ordered,Procurement,2026-03-08,2026-03-03,,Due,,Consents Lead
MS00136_019,PRJ00136,Handover to Operations,Commissioning,2026-03-14,2026-06-14,2026-01-18,Completed,,Programme Controls
MS00136_020,PRJ00136,Closeout & Benefits Review,Commissioning,2026-03-18,2026-04-09,,Due,,PMO Lead
MS00136_021,PRJ00136,Handover to Operations,Commissioning,2026-04-08,2026-04-25,,Due,,HSE Lead
MS00136_022,PRJ00136,Detailed Design Complete,Design,2026-04-11,2026-05-22,2026-01-18,Completed,,Programme Controls
MS00136_023,PRJ00136,Design Freeze,Design,2026-04-13,2026-05-26,,Due,,Commercial Manager
MS00136_024,PRJ00136,Detailed Design Complete,Design,2026-04-19,2026-06-10,,Due,,Engineering Manager
MS00136_025,PRJ00136,As-built Documentation Complete,Commissioning,2026-04-27,2026-04-15,,Due,,Stakeholder Manager
MS00136_026,PRJ00136,Construction Start,Construction,2026-05-03,2026-06-08,,Due,,Engineering Manager
MS00136_027,PRJ00136,Secondary / Protection Installed,Construction,2026-05-11,2026-05-25,,Due,,Engineering Manager
MS00136_028,PRJ00136,Contract Award,Procurement,2026-05-14,2026-05-12,2026-01-18,Completed,,PMO Lead
MS00136_029,PRJ00136,Energisation,Commissioning,2026-05-21,2026-06-13,2026-01-18,Completed,,Construction Manager
MS00136_030,PRJ00136,Tender Issued,Procurement,2026-05-23,2026-05-11,,Due,,Programme Controls
MS00136_031,PRJ00136,Construction Start,Construction,2026-05-24,2026-07-09,,Due,,HSE Lead
MS00136_032,PRJ00136,Equipment Delivered,Procurement,2026-05-28,2026-06-11,2026-01-18,Completed,,Commercial Manager
MS00136_033,PRJ00136,Energisation,Commissioning,2026-06-13,2026-06-23,,Due,,Programme Controls
MS00136_034,PRJ00136,Planning Approval,Planning & Consents,2026-06-21,2026-07-09,,Due,,Commercial Manager
MS00136_035,PRJ00136,Energisation,Commissioning,2026-07-19,2026-08-06,,Due,,Construction Manager
MS00136_036,PRJ00136,Planning Submission,Planning & Consents,2026-07-20,2026-09-10,,Due,,Construction Manager
MS00136_037,PRJ00136,Contract Award,Procurement,2026-08-25,2026-08-19,,Due,,HSE Lead
MS00136_038,PRJ00136,Handover to Operations,Commissioning,2026-09-06,2026-09-18,,Due,,PMO Lead
MS00136_039,PRJ00136,Planning Approval,Planning & Consents,2026-09-11,2026-09-27,,Due,,Commercial Manager
MS00136_040,PRJ00136,Secondary / Protection Installed,Construction,2026-09-13,2026-09-07,2026-01-18,Completed,,Programme Controls
MS00136_041,PRJ00136,Foundation Complete,Construction,2026-09-21,2026-10-17,,Due,,Programme Controls
MS00136_042,PRJ00136,Design Freeze,Design,2026-09-26,2026-09-29,,Due,,Consents Lead
MS00136_043,PRJ00136,Route / Solution Selection,Planning & Consents,2026-10-05,2026-09-23,,Due,,Construction Manager
MS00136_044,PRJ00136,Route / Solution Selection,Planning & Consents,2026-10-13,2026-11-18,,Due,,Construction Manager
MS00136_045,PRJ00136,Handover to Operations,Commissioning,2026-10-17,2026-12-18,,Due,,Consents Lead
MS00136_046,PRJ00136,Planning Submission,Planning & Consents,2026-11-06,2026-11-29,,Due,,PMO Lead
MS00136_047,PRJ00136,Primary Plant Installed,Construction,2026-11-14,2026-12-03,,Due,,Construction Manager
MS00136_048,PRJ00136,Planning Approval,Planning & Consents,2026-11-15,2026-12-04,,Due,,Construction Manager
MS00136_049,PRJ00136,Tender Issued,Procurement,2026-12-08,2026-12-17,2026-01-18,Completed,,Construction Manager
MS00136_050,PRJ00136,Planning Submission,Planning & Consents,2026-12-11,2027-02-01,2026-01-18,Completed,,PMO Lead
MS00136_051,PRJ00136,Foundation Complete,Construction,2026-12-12,2027-01-05,,Due,,Consents Lead
MS00136_052,PRJ00136,Energisation,Commissioning,2026-12-22,2026-12-10,2026-01-18,Completed,,Consents Lead
MS00136_053,PRJ00136,Foundation Complete,Construction,2026-12-24,2027-02-15,,Due,,Programme Controls
MS00136_054,PRJ00136,Closeout & Benefits Review,Commissioning,2026-12-28,2027-02-13,2026-01-18,Completed,,Engineering Manager
MS00136_055,PRJ00136,Primary Plant Installed,Construction,2026-12-29,2027-02-05,,Due,,PMO Lead
MS00136_056,PRJ00136,Foundation Complete,Construction,2027-01-07,2026-12-26,,Due,,HSE Lead
MS00136_057,PRJ00136,Handover to Operations,Commissioning,2027-01-29,2027-02-20,2026-01-18,Completed,,Commercial Manager
MS00136_058,PRJ00136,Testing & Commissioning Start,Commissioning,2027-01-29,2027-03-15,2026-01-18,Completed,,Stakeholder Manager
MS00136_059,PRJ00136,Primary Plant Installed,Construction,2027-02-21,2027-03-25,,Due,,PMO Lead
MS00137_001,PRJ00137,Tender Issued,Procurement,2023-07-21,2023-08-01,2023-08-14,Completed,,PMO Lead
MS00137_002,PRJ00137,Closeout & Benefits Review,Commissioning,2023-09-11,2023-09-07,2023-08-29,Completed,,Commercial Manager
MS00137_003,PRJ00137,Foundation Complete,Construction,2023-09-17,2023-10-01,2023-10-03,Completed,,Stakeholder Manager
MS00137_004,PRJ00137,Site Mobilisation,Construction,2023-09-18,2023-09-12,,Late,Contractor Capacity,Commercial Manager
MS00137_005,PRJ00137,Contract Award,Procurement,2023-11-02,2023-11-16,2023-11-09,Completed,,Consents Lead
MS00137_006,PRJ00137,As-built Documentation Complete,Commissioning,2023-12-02,2023-12-29,2024-01-10,Completed,,Construction Manager
MS00137_007,PRJ00137,Concept Design Complete,Design,2023-12-05,2023-12-17,2023-12-21,Completed,,Construction Manager
MS00137_008,PRJ00137,Tender Issued,Procurement,2023-12-14,2023-12-25,2023-12-30,Completed,,Consents Lead
MS00137_009,PRJ00137,Energisation,Commissioning,2024-03-12,2024-04-02,2024-04-04,Completed,,Construction Manager
MS00137_010,PRJ00137,Equipment Delivered,Procurement,2024-04-19,2024-05-23,2024-06-07,Completed,,Engineering Manager
MS00137_011,PRJ00137,Energisation,Commissioning,2024-04-19,2024-04-23,2024-04-26,Completed,,Programme Controls
MS00137_012,PRJ00137,Closeout & Benefits Review,Commissioning,2024-04-21,2024-05-05,,Late,Contractor Capacity,Construction Manager
MS00137_013,PRJ00137,Foundation Complete,Construction,2024-04-22,2024-05-22,2024-06-01,Completed,,Programme Controls
MS00137_014,PRJ00137,Planning Approval,Planning & Consents,2024-04-24,2024-05-11,2024-04-28,Completed,,Programme Controls
MS00137_015,PRJ00137,Secondary / Protection Installed,Construction,2024-04-27,2024-04-15,2024-04-20,Completed,,Consents Lead
MS00137_016,PRJ00137,Construction Start,Construction,2024-04-28,2024-04-23,,Late,Contractor Capacity,Programme Controls
MS00137_017,PRJ00137,Land Access Secured,Planning & Consents,2024-05-30,2024-06-17,,Late,Contractor Capacity,Construction Manager
MS00137_018,PRJ00137,Planning Submission,Planning & Consents,2024-06-08,2024-06-08,,Late,Contractor Capacity,Commercial Manager
MS00137_019,PRJ00137,As-built Documentation Complete,Commissioning,2024-06-23,2024-07-22,2024-07-14,Completed,,PMO Lead
MS00137_020,PRJ00137,Planning Submission,Planning & Consents,2024-07-28,2024-09-02,2024-09-14,Completed,,Commercial Manager
MS00137_021,PRJ00137,Construction Start,Construction,2024-08-08,2024-08-05,,Late,Contractor Capacity,Consents Lead
MS00137_022,PRJ00137,Closeout & Benefits Review,Commissioning,2024-08-10,2024-07-30,2024-07-29,Completed,,Commercial Manager
MS00137_023,PRJ00137,Energisation,Commissioning,2024-08-20,2024-08-20,,Late,Contractor Capacity,Consents Lead
MS00137_024,PRJ00137,Energisation,Commissioning,2024-09-03,2024-09-02,2024-09-03,Completed,,PMO Lead
MS00137_025,PRJ00137,Primary Plant Installed,Construction,2024-09-16,2024-10-17,,Late,Contractor Capacity,Engineering Manager
MS00137_026,PRJ00137,Long-lead Equipment Ordered,Procurement,2024-10-05,2024-09-24,2024-09-21,Completed,,Commercial Manager
MS00137_027,PRJ00137,Concept Design Complete,Design,2024-10-12,2024-10-30,2024-11-02,Completed,,Engineering Manager
MS00137_028,PRJ00137,Detailed Design Complete,Design,2024-10-20,2024-11-17,2024-11-17,Completed,,HSE Lead
MS00137_029,PRJ00137,Site Mobilisation,Construction,2024-10-22,2024-11-10,,Late,Contractor Capacity,Construction Manager
MS00137_030,PRJ00137,Tender Issued,Procurement,2024-10-30,2024-11-12,2024-11-14,Completed,,Programme Controls
MS00137_031,PRJ00137,Closeout & Benefits Review,Commissioning,2024-11-23,2024-11-26,2024-12-03,Completed,,Engineering Manager
MS00137_032,PRJ00137,Design Freeze,Design,2024-12-02,2025-01-07,2024-12-29,Completed,,Engineering Manager
MS00137_033,PRJ00137,Route / Solution Selection,Planning & Consents,2024-12-14,2024-12-16,2024-12-17,Completed,,Programme Controls
MS00137_034,PRJ00137,Construction Start,Construction,2024-12-25,2025-01-15,,Late,Contractor Capacity,Engineering Manager
MS00137_035,PRJ00137,Contract Award,Procurement,2025-01-24,2025-01-27,2025-01-27,Completed,,Stakeholder Manager
MS00137_036,PRJ00137,Construction Start,Construction,2025-02-27,2025-02-15,2025-02-27,Completed,,Stakeholder Manager
MS00137_037,PRJ00137,Construction Start,Construction,2025-03-12,2025-03-14,2025-03-03,Completed,,Commercial Manager
MS00137_038,PRJ00137,Foundation Complete,Construction,2025-03-13,2025-03-16,,Late,Contractor Capacity,PMO Lead
MS00137_039,PRJ00137,Design Freeze,Design,2025-04-04,2025-04-08,2025-03-28,Completed,,HSE Lead
MS00137_040,PRJ00137,Concept Design Complete,Design,2025-04-08,2025-04-03,2025-04-09,Completed,,HSE Lead
MS00137_041,PRJ00137,Detailed Design Complete,Design,2025-04-13,2025-04-29,2025-04-24,Completed,,PMO Lead
MS00137_042,PRJ00137,Closeout & Benefits Review,Commissioning,2025-05-19,2025-06-06,2025-06-09,Completed,,Programme Controls
MS00137_043,PRJ00137,Primary Plant Installed,Construction,2025-05-26,2025-05-27,2025-05-30,Completed,,PMO Lead
MS00137_044,PRJ00137,Tender Issued,Procurement,2025-06-12,2025-06-13,2025-06-16,Completed,,Engineering Manager
MS00137_045,PRJ00137,Handover to Operations,Commissioning,2025-06-13,2025-06-02,2025-06-07,Completed,,Engineering Manager
MS00137_046,PRJ00137,Planning Approval,Planning & Consents,2025-06-20,2025-06-30,2025-06-27,Completed,,Commercial Manager
MS00137_047,PRJ00137,Equipment Delivered,Procurement,2025-06-21,2025-07-19,2025-07-13,Completed,,Engineering Manager
MS00137_048,PRJ00137,Testing & Commissioning Start,Commissioning,2025-07-17,2025-08-14,2025-08-19,Completed,,Engineering Manager
MS00138_001,PRJ00138,Civils Complete,Construction,2025-12-06,2026-01-22,,Forecast,Contractor Capacity,Engineering Manager
MS00138_002,PRJ00138,Contract Award,Procurement,2025-12-09,2026-02-04,,Forecast,Contractor Capacity,Engineering Manager
MS00138_003,PRJ00138,Closeout & Benefits Review,Commissioning,2025-12-09,2026-01-13,2026-01-04,Completed,,PMO Lead
MS00138_004,PRJ00138,Planning Approval,Planning & Consents,2025-12-24,2026-01-27,,Forecast,Contractor Capacity,HSE Lead
MS00138_005,PRJ00138,Design Freeze,Design,2025-12-28,2026-01-10,2026-01-06,Completed,,PMO Lead
MS00138_006,PRJ00138,Stakeholder Engagement Plan,Planning & Consents,2026-01-05,2026-02-17,,Forecast,Contractor Capacity,Stakeholder Manager
MS00138_007,PRJ00138,Stakeholder Engagement Plan,Planning & Consents,2026-01-28,2026-01-16,2026-01-08,Completed,,PMO Lead
MS00138_008,PRJ00138,Energisation,Commissioning,2026-01-28,2026-02-15,,Due,,HSE Lead
MS00138_009,PRJ00138,Energisation,Commissioning,2026-02-11,2026-03-19,,Due,,Commercial Manager
MS00138_010,PRJ00138,Detailed Design Complete,Design,2026-02-17,2026-04-17,,Due,,Commercial Manager
MS00138_011,PRJ00138,Primary Plant Installed,Construction,2026-04-05,2026-04-15,,Due,,Construction Manager
MS00138_012,PRJ00138,Contract Award,Procurement,2026-04-21,2026-06-07,2026-01-18,Completed,,Consents Lead
MS00138_013,PRJ00138,Stakeholder Engagement Plan,Planning & Consents,2026-04-25,2026-05-12,,Due,,Consents Lead
MS00138_014,PRJ00138,Foundation Complete,Construction,2026-04-26,2026-06-13,,Due,,Commercial Manager
MS00138_015,PRJ00138,Planning Submission,Planning & Consents,2026-05-13,2026-05-14,,Due,,Programme Controls
MS00138_016,PRJ00138,Planning Approval,Planning & Consents,2026-05-28,2026-07-08,,Due,,Programme Controls
MS00138_017,PRJ00138,Long-lead Equipment Ordered,Procurement,2026-06-16,2026-07-06,,Due,,PMO Lead
MS00138_018,PRJ00138,Stakeholder Engagement Plan,Planning & Consents,2026-06-22,2026-06-13,,Due,,HSE Lead
MS00138_019,PRJ00138,Design Freeze,Design,2026-07-03,2026-07-21,,Due,,Stakeholder Manager
MS00138_020,PRJ00138,Secondary / Protection Installed,Construction,2026-07-14,2026-09-08,,Due,,Consents Lead
MS00138_021,PRJ00138,Construction Start,Construction,2026-07-21,2026-07-17,,Due,,Construction Manager
MS00138_022,PRJ00138,Stakeholder Engagement Plan,Planning & Consents,2026-07-22,2026-07-10,,Due,,Consents Lead
MS00138_023,PRJ00138,Environmental Surveys Complete,Planning & Consents,2026-07-28,2026-08-29,2026-01-18,Completed,,HSE Lead
MS00138_024,PRJ00138,Closeout & Benefits Review,Commissioning,2026-08-01,2026-07-20,,Due,,Programme Controls
MS00138_025,PRJ00138,Closeout & Benefits Review,Commissioning,2026-08-04,2026-10-06,,Due,,Commercial Manager
MS00138_026,PRJ00138,As-built Documentation Complete,Commissioning,2026-08-12,2026-10-13,,Due,,Programme Controls
MS00138_027,PRJ00138,Equipment Delivered,Procurement,2026-08-17,2026-10-05,,Due,,Programme Controls
MS00138_028,PRJ00138,Contract Award,Procurement,2026-08-20,2026-09-11,2026-01-18,Completed,,Stakeholder Manager
MS00138_029,PRJ00138,Secondary / Protection Installed,Construction,2026-09-15,2026-11-19,,Due,,Programme Controls
MS00138_030,PRJ00138,As-built Documentation Complete,Commissioning,2026-09-16,2026-11-12,,Due,,Commercial Manager
MS00138_031,PRJ00138,Planning Approval,Planning & Consents,2026-09-20,2026-09-28,,Due,,PMO Lead
MS00138_032,PRJ00138,Handover to Operations,Commissioning,2026-10-09,2026-12-07,,Due,,HSE Lead
MS00138_033,PRJ00138,Construction Start,Construction,2026-10-13,2026-10-11,,Due,,Construction Manager
MS00138_034,PRJ00138,Planning Approval,Planning & Consents,2026-11-02,2026-11-19,,Due,,PMO Lead
MS00138_035,PRJ00138,Energisation,Commissioning,2026-11-17,2026-11-05,,Due,,Programme Controls
MS00138_036,PRJ00138,Route / Solution Selection,Planning & Consents,2026-11-29,2026-12-25,,Due,,Commercial Manager
MS00138_037,PRJ00138,Route / Solution Selection,Planning & Consents,2026-12-03,2026-12-17,,Due,,PMO Lead
MS00138_038,PRJ00138,Design Freeze,Design,2026-12-04,2026-12-14,,Due,,Construction Manager
MS00138_039,PRJ00138,Equipment Delivered,Procurement,2027-01-03,2027-01-21,,Due,,Commercial Manager
MS00138_040,PRJ00138,Contract Award,Procurement,2027-01-10,2027-01-17,,Due,,Construction Manager
MS00138_041,PRJ00138,Environmental Surveys Complete,Planning & Consents,2027-01-27,2027-02-19,2026-01-18,Completed,,Stakeholder Manager
MS00138_042,PRJ00138,Construction Start,Construction,2027-02-15,2027-04-11,,Due,,HSE Lead
MS00138_043,PRJ00138,Long-lead Equipment Ordered,Procurement,2027-03-03,2027-02-25,,Due,,PMO Lead
MS00138_044,PRJ00138,Planning Submission,Planning & Consents,2027-04-03,2027-05-17,,Due,,PMO Lead
MS00138_045,PRJ00138,Testing & Commissioning Start,Commissioning,2027-04-04,2027-05-02,,Due,,HSE Lead
MS00138_046,PRJ00138,Detailed Design Complete,Design,2027-04-09,2027-05-11,,Due,,Commercial Manager
MS00138_047,PRJ00138,Civils Complete,Construction,2027-04-27,2027-05-18,2026-01-18,Completed,,Programme Controls
MS00138_048,PRJ00138,Design Freeze,Design,2027-05-01,2027-05-04,,Due,,Stakeholder Manager
MS00138_049,PRJ00138,Secondary / Protection Installed,Construction,2027-05-13,2027-06-16,,Due,,Commercial Manager
MS00138_050,PRJ00138,Concept Design Complete,Design,2027-05-24,2027-06-28,,Due,,Stakeholder Manager
MS00138_051,PRJ00138,Energisation,Commissioning,2027-07-09,2027-07-10,,Due,,Stakeholder Manager
MS00138_052,PRJ00138,Stakeholder Engagement Plan,Planning & Consents,2027-07-17,2027-07-05,2026-01-18,Completed,,Commercial Manager
MS00138_053,PRJ00138,Testing & Commissioning Start,Commissioning,2027-07-22,2027-08-15,,Due,,Consents Lead
MS00138_054,PRJ00138,Primary Plant Installed,Construction,2027-07-29,2027-09-09,,Due,,Consents Lead
MS00138_055,PRJ00138,Construction Start,Construction,2027-08-01,2027-09-18,,Due,,HSE Lead
MS00138_056,PRJ00138,Construction Start,Construction,2027-08-03,2027-09-25,,Due,,PMO Lead
MS00138_057,PRJ00138,Stakeholder Engagement Plan,Planning & Consents,2027-08-09,2027-09-10,,Due,,Construction Manager
MS00138_058,PRJ00138,Tender Issued,Procurement,2027-08-19,2027-09-03,2026-01-18,Completed,,Engineering Manager
MS00138_059,PRJ00138,Energisation,Commissioning,2027-10-05,2027-10-27,,Due,,Stakeholder Manager
MS00138_060,PRJ00138,Concept Design Complete,Design,2027-10-06,2027-09-26,,Due,,Stakeholder Manager
MS00139_001,PRJ00139,Planning Submission,Planning & Consents,2023-10-29,2023-10-29,2023-11-05,Completed,,Commercial Manager
MS00139_002,PRJ00139,Tender Issued,Procurement,2023-12-07,2023-12-31,2024-01-03,Completed,,Consents Lead
MS00139_003,PRJ00139,Environmental Surveys Complete,Planning & Consents,2024-02-13,2024-02-21,,Late,Weather/Events,Consents Lead
MS00139_004,PRJ00139,Concept Design Complete,Design,2024-02-22,2024-02-10,2024-02-08,Completed,,Construction Manager
MS00139_005,PRJ00139,Construction Start,Construction,2024-05-07,2024-05-16,,Late,Weather/Events,HSE Lead
MS00139_006,PRJ00139,Tender Issued,Procurement,2024-06-02,2024-05-21,2024-05-14,Completed,,Programme Controls
MS00139_007,PRJ00139,Primary Plant Installed,Construction,2024-08-30,2024-09-15,2024-09-18,Completed,,Commercial Manager
MS00139_008,PRJ00139,Testing & Commissioning Start,Commissioning,2024-09-05,2024-09-08,2024-09-13,Completed,,Construction Manager
MS00139_009,PRJ00139,Route / Solution Selection,Planning & Consents,2024-09-11,2024-10-01,2024-09-26,Completed,,HSE Lead
MS00139_010,PRJ00139,Testing & Commissioning Start,Commissioning,2024-09-20,2024-10-19,2024-10-26,Completed,,Construction Manager
MS00139_011,PRJ00139,Planning Approval,Planning & Consents,2024-09-22,2024-09-10,2024-09-04,Completed,,Construction Manager
MS00139_012,PRJ00139,Route / Solution Selection,Planning & Consents,2024-12-28,2024-12-27,2024-12-30,Completed,,HSE Lead
MS00139_013,PRJ00139,Planning Submission,Planning & Consents,2025-01-04,2024-12-23,2024-12-19,Completed,,HSE Lead
MS00139_014,PRJ00139,Stakeholder Engagement Plan,Planning & Consents,2025-01-05,2025-02-15,2025-02-13,Completed,,Programme Controls
MS00139_015,PRJ00139,Design Freeze,Design,2025-01-28,2025-01-27,2025-01-27,Completed,,Stakeholder Manager
MS00139_016,PRJ00139,Energisation,Commissioning,2025-03-07,2025-02-23,2025-02-26,Completed,,Stakeholder Manager
MS00139_017,PRJ00139,Civils Complete,Construction,2025-04-09,2025-05-21,2025-05-09,Completed,,Stakeholder Manager
MS00139_018,PRJ00139,Contract Award,Procurement,2025-04-19,2025-04-13,,Late,Weather/Events,Commercial Manager
